resblock_id,resblock_name,jiedao
id5011000009593,立新新村浦东,唐镇
id5011000009594,黎安一村,莘庄镇
id5011000009595,吉象小区,枫林路街道
id5011000009596,宝岛世纪园,城桥镇
id5011000009597,金江公寓,欧阳路街道
id5011000009600,新成六坊,新成路街道
id5011000009601,丽都城假日景苑,江川路街道
id5011000009604,保安新村,夏阳街道
id5011000009606,妙境一村,川沙新镇
id5011000009608,鑫都城柳岸人家,莘庄工业区
id5011000009609,莲宏苑,北蔡镇
id5011000009610,培育苑,花木街道
id5011000009611,凯城景庭园,五角场镇
id5011000009612,金光小区,东明路街道
id5011000009613,新汾小区,彭浦新村街道
id5011000009614,恒德苑,月浦镇
id5011000009616,保集欧郡,杨行镇
id5011000009618,金磊苑,川沙新镇
id5011000009619,淞南三村,淞南镇
id5011000009621,共江小区,张庙街道
id5011000009621,共江花苑,张庙街道
id5011000009622,阳光城市家园,金桥镇
id5011000009623,南交小区,徐家汇街道
id5011000009625,住嘉佳园,真新街道
id5011000009627,新高苑,高行镇
id5011000009627,新高苑一至三期,高行镇
id5011000009627,新高苑一期,高行镇
id5011000009628,上南十一村,周家渡街道
id5011000009629,佳宝一村,七宝镇
id5011000009630,远香舫嘉苑,马陆镇
id5011000009632,春晖苑,高桥镇
id5011000009633,沪光小区,新虹街道
id5011000009634,嘉年花苑,城桥镇
id5011000009636,万科五玠坊,三林镇
id5011000009637,东方都市景苑,嘉兴路街道
id5011000009638,双流小区,新泾镇
id5011000009639,海波花苑,龙华街道
id5011000009640,东方丰甸苑公寓,南码头路街道
id5011000009645,华丰苑阳光新居,颛桥镇
id5011000009646,嘉誉湾,新江湾城街道
id5011000009648,新里米兰公寓,安亭镇
id5011000009649,金地格林世界白金院邸公寓,南翔镇
id5011000009650,上大阳光乾泽园,大场镇
id5011000009651,公平大楼,嘉兴路街道
id5011000009655,朗诗虹桥绿郡公寓,周家桥街道
id5011000009656,灵新小区,广中路街道
id5011000009657,杨镇新村,张江镇
id5011000009658,翠竹苑,东明路街道
id5011000009659,锦美苑,甘泉路街道
id5011000009660,新城金郡,菊园新区管委会
id5011000009661,复地御西郊,新泾镇
id5011000009662,上置海景大厦,山阳镇
id5011000009662,华府海景,山阳镇
id5011000009663,中信泰富又一城,马陆镇
id5011000009665,莲溪五村,北蔡镇
id5011000009667,泰兴公寓,唐镇
id5011000009668,川杨新苑四期,张江镇
id5011000009670,中芯花园别墅,张江镇
id5011000009671,永久城市花园,高桥镇
id5011000009673,中星美华邨公寓,虹桥街道
id5011000009675,西环二村,莘庄镇
id5011000009676,玉兰苑,东明路街道
id5011000009676,玉兰苑三林,东明路街道
id5011000009737,华山路1006弄,江苏路街道
id5011000009777,武夷路52弄,华阳路街道
id5011000009778,瀚龙苑,川沙新镇
id5011000009779,殷馨花苑,高境镇
id5011000009780,平盛苑,平凉路街道
id5011000009781,世纪非凡怡园,顾村镇
id5011000009783,宣黄公路2588弄,惠南镇
id5011000009783,宣黄公路2588弄,惠南镇
id5011000009785,清溪苑,高桥镇
id5011000009785,清溪园,高桥镇
id5011000009787,玉兰路71弄,花木街道
id5011000009789,嘉和阳光城,九亭镇
id5011000009793,吴中路830弄,虹桥镇
id5011000009795,共康公寓,庙行镇
id5011000009796,丽江锦庭,沪东新村街道
id5011000009797,仓城六村,永丰街道
id5011000009801,友谊三村,广中路街道
id5011000009802,云帆名苑,泥城镇
id5011000009807,高东馨苑,高东镇
id5011000009808,红光花苑,惠南镇
id5011000009809,怡华家园,菊园新区管委会
id5011000009811,育秀西区,南桥镇
id5011000009811,育秀一区,南桥镇
id5011000009812,华滨家园,长桥街道
id5011000009814,新城忆华里,盈浦街道
id5011000009814,新城忆华里一期,盈浦街道
id5011000009815,鑫唐佳苑,唐镇
id5011000009816,华汇公寓,惠南镇
id5011000009817,湾塘新村,练塘镇
id5011000009818,管弄三街坊,石泉路街道
id5011000009820,安康大楼,提篮桥街道
id5011000009821,联鑫坊,沪东新村街道
id5011000009822,益元大楼,半淞园路街道
id5011000009824,景瑞尚中心,高境镇
id5011000009826,枫景苑,共和新路街道
id5011000009833,逸翠公馆,周家渡街道
id5011000009834,上置香岛原墅别墅,罗店镇
id5011000009835,绿地清猗园一期,南翔镇
id5011000009836,恒阳花苑,江浦路街道
id5011000009838,莲花苑,梅陇镇
id5011000009839,金台苑,金杨新村街道
id5011000009840,保利御樽苑公寓,唐镇
id5011000009842,荣域飘鹰锦和花园公寓,杨行镇
id5011000009843,锦绣前程阳光苑,花木街道
id5011000009844,川杨新苑二期,张江镇
id5011000009845,凯德嘉博名邸,南码头路街道
id5011000009847,中海紫御豪庭公寓,长风新村街道
id5011000009850,国信世纪海景,塘桥街道
id5011000009852,中建大公馆,新江湾城街道
id5011000009853,金国大厦,南码头路街道
id5011000009854,永胜大楼,凌云路街道
id5011000009855,益康大厦,延吉新村街道
id5011000009857,春花苑,程家桥街道
id5011000009858,凌港城,祝桥镇
id5011000009860,由由一村,花木街道
id5011000009862,莫奈的花园,赵巷镇
id5011000009864,明光公寓,广中路街道
id5011000009867,交江大楼,张江镇
id5011000009868,顺馨佳园,川沙新镇
id5011000009869,澜茵华庭一期,江桥镇
id5011000009869,澜茵华庭,江桥镇
id5011000009869,澜茵华庭二期,江桥镇
id5011000009870,翡翠名都,虹桥镇
id5011000009871,环庆新苑,合庆镇
id5011000009872,安居朝阳园,长征镇
id5011000009873,欣佳宝邸,浦江镇
id5011000009874,邮电三村,长征镇
id5011000009878,车站南路291弄,凉城新村街道
id5011000009928,岳阳路200弄,天平路街道
id5011000009930,高邮路5弄,湖南路街道
id5011000009976,延吉三村,延吉新村街道
id5011000009977,华科公寓,凉城新村街道
id5011000009978,久业公寓,凉城新村街道
id5011000009980,新上海弄里人家,九亭镇
id5011000009981,安亭新镇颂苑,安亭镇
id5011000009982,宝虹新苑,广中路街道
id5011000009985,都市雅筑,颛桥镇
id5011000009986,真光八街坊,真如镇
id5011000009988,申亚花满庭,金汇镇
id5011000009990,水电新村,殷行街道
id5011000009991,安图新村,长白新村街道
id5011000009992,蓬莱山庄,夏阳街道
id5011000009994,华江一村,江桥镇
id5011000009996,新江湾城雍景苑,新江湾城街道
id5011000009997,汽轮小区,江川路街道
id5011000009998,西苑新村,小昆山镇
id5011000009999,景舒苑二村,浦江镇
id5011000010002,佳伟景苑,曹路镇
id5011000010003,通田商住楼,张庙街道
id5011000010004,颛溪八村,颛桥镇
id5011000010005,民星住宅小区,殷行街道
id5011000010006,铁岭大楼,四平路街道
id5011000010007,南国花园,七宝镇
id5011000010008,三泉安居苑,彭浦新村街道
id5011000010009,水丰嘉园,延吉新村街道
id5011000010010,海尚馨苑,山阳镇
id5011000010011,建唐大楼,提篮桥街道
id5011000010012,真南小区,真新街道
id5011000010013,东沪园,顾村镇
id5011000010015,西环三村,莘庄镇
id5011000010018,徐汇华园,华泾镇
id5011000010019,瑞华宝都,吴淞街道
id5011000010022,上隽嘉苑公寓,南翔镇
id5011000010022,上隽嘉苑别墅,南翔镇
id5011000010024,锦绣花木公寓,花木街道
id5011000010027,金葵新城,金桥镇
id5011000010027,金葵新城西区,金桥镇
id5011000010028,海上硕和城,五角场镇
id5011000010029,锦良苑,大桥街道
id5011000010030,赛杰苑公寓,方松街道
id5011000010031,华荣公寓,大桥街道
id5011000010033,辉河大楼,曲阳路街道
id5011000010034,复地新都国际,宝山路街道
id5011000010035,滨江凯旋门,潍坊新村街道
id5011000010037,真建七街坊,真新街道
id5011000010038,昌五小区,周家渡街道
id5011000010039,天安豪园,七宝镇
id5011000010040,春江美庐公寓,杨行镇
id5011000010043,古桐五村,张江镇
id5011000010044,合虹公寓,曲阳路街道
id5011000010045,新城碧翠,高行镇
id5011000010046,保辉香景园,新江湾城街道
id5011000010047,丰二小区,江湾镇街道
id5011000010049,莲溪三村,北蔡镇
id5011000010050,芳雅苑,花木街道
id5011000010053,阳光美郡,吕巷镇
id5011000010054,绿雅苑,彭浦镇
id5011000010057,建中路126弄,张江镇
id5011000010058,康乐花园浦东,塘桥街道
id5011000010058,康乐花园浦东,塘桥街道
id5011000010062,孙桥花苑,张江镇
id5011000010063,申源苑,张江镇
id5011000010064,古桐六村,张江镇
id5011000010065,紫叶花园,北蔡镇
id5011000010065,紫叶小区,北蔡镇
id5011000010066,瀚盛家园,唐镇
id5011000010067,龙盛佳苑,彭浦镇
id5011000010068,巷佳华苑,赵巷镇
id5011000010068,巷佳华苑一期,赵巷镇
id5011000010069,兰花教师公寓,五角场镇
id5011000010070,瑞达苑,花木街道
id5011000010071,古北大成公馆,虹桥镇
id5011000010080,祥德路180弄,欧阳路街道
id5011000010082,襄阳南路452弄,天平路街道
id5011000010112,长乐路339弄,南京西路街道
id5011000010179,番禺大楼,徐家汇街道
id5011000010180,汇龙花苑闵行,浦江镇
id5011000010181,万科优诗美地,七宝镇
id5011000010182,海利苑,洞泾镇
id5011000010184,乐山四五村,徐家汇街道
id5011000010185,衡辰三林苑,东明路街道
id5011000010187,新德佳苑,川沙新镇
id5011000010188,百舸馨苑,康桥镇
id5011000010189,石笋一村,新场镇
id5011000010190,上外小区,曲阳路街道
id5011000010191,欣兰苑,宣桥镇
id5011000010193,新花苑,花木街道
id5011000010195,华港小区,静安寺街道
id5011000010198,桃浦九村,桃浦镇
id5011000010200,石岛苑,堡镇
id5011000010201,华盛新村,惠南镇
id5011000010202,宏宝公寓,杨行镇
id5011000010203,大黄馨园,杨行镇
id5011000010204,南苑七村,菊园新区管委会
id5011000010205,沪东大楼,金杨新村街道
id5011000010206,中大九里德公寓,九亭镇
id5011000010207,万科尚源公寓,重固镇
id5011000010207,万科尚源别墅,重固镇
id5011000010208,江海二村奉贤,南桥镇
id5011000010210,天环苑,祝桥镇
id5011000010212,远洋香奈公寓,杨行镇
id5011000010212,远洋香奈,杨行镇
id5011000010213,川虹小区,江湾镇街道
id5011000010214,上钢十村,上钢新村街道
id5011000010215,家化小区,天山路街道
id5011000010216,罗山二村,金杨新村街道
id5011000010217,金梅公寓,古美街道
id5011000010220,新杨和苑,桃浦镇
id5011000010221,洪山花苑,周家渡街道
id5011000010224,龙居花苑,金杨新村街道
id5011000010225,寿益坊,康健新村街道
id5011000010226,新亚徐汇公寓,徐家汇街道
id5011000010227,绿城黄浦湾,小东门街道
id5011000010229,共康三村,彭浦新村街道
id5011000010230,桐柏公寓,曹杨新村街道
id5011000010232,璞真园,沪东新村街道
id5011000010234,普陀新村,川沙新镇
id5011000010236,天汇广场,真如镇
id5011000010237,凤六新苑,控江路街道
id5011000010238,金属新村,广中路街道
id5011000010239,锦绣满堂花园,花木街道
id5011000010241,浦江高层,江川路街道
id5011000010242,东兰世茗雅苑,古美街道
id5011000010243,水上新村宝山,友谊路街道
id5011000010244,一品漫城三期,浦江镇
id5011000010245,尚东鼎,三林镇
id5011000010247,六街坊小区,花木街道
id5011000010248,由由民丰苑,花木街道
id5011000010249,龙柏井亭公寓,虹桥镇
id5011000010250,逸兴苑,江湾镇街道
id5011000010250,三兴苑,江湾镇街道
id5011000010251,紫晶苑,张江镇
id5011000010252,松乐南苑,岳阳街道
id5011000010253,张江新苑,张江镇
id5011000010254,益丰新村,张江镇
id5011000010255,贝越佳园南区,张江镇
id5011000010255,贝越佳园,张江镇
id5011000010256,贝越佳园北区,张江镇
id5011000010257,保利金色唐城,唐镇
id5011000010258,真光七街坊,真如镇
id5011000010259,凯虹公寓,嘉兴路街道
id5011000010261,齐爱佳苑,唐镇
id5011000010262,金利公寓,唐镇
id5011000010263,龙湖蔚澜香醍,菊园新区管委会
id5011000010264,万源城逸郡,古美街道
id5011000010267,东升家园三期,航头镇
id5011000010268,盛桥二村,月浦镇
id5011000010270,建发江湾萃,新江湾城街道
id5011000010271,建发璟墅,新江湾城街道
id5011000010272,杨泰一村,杨行镇
id5011000010274,同春坊,南京东路街道
id5011000010275,兴国路372弄,新华路街道
id5011000010280,襄阳南路525号,天平路街道
id5011000010286,淮海中路1412弄,湖南路街道
id5011000010295,胶州路274弄,江宁路街道
id5011000010296,久安小区,天平路街道
id5011000010301,延庆路123弄,湖南路街道
id5011000010309,常熟路85弄,静安寺街道
id5011000010313,陕西北路354弄,南京西路街道
id5011000010315,乌鲁木齐中路280弄,湖南路街道
id5011000010317,愚园路541弄,静安寺街道
id5011000010322,永嘉新村,天平路街道
id5011000010330,延安西路1446弄,新华路街道
id5011000010360,肇嘉浜路687弄,天平路街道
id5011000010371,富民路255弄,静安寺街道
id5011000010377,管弄五六街坊,石泉路街道
id5011000010377,管弄,石泉路街道
id5011000010379,天蒲小区,北新泾街道
id5011000010380,石化十一村,石化街道
id5011000010381,北市场小区,北站街道
id5011000010381,海宁路570弄,北站街道
id5011000010382,海天花园公寓,徐泾镇
id5011000010383,弘扬雅苑,金杨新村街道
id5011000010386,康虹花园公寓,徐泾镇
id5011000010387,湖畔佳苑公寓,徐泾镇
id5011000010387,湖畔佳苑别墅,徐泾镇
id5011000010389,绿地望海新都,南桥镇
id5011000010390,棕榈滩海景城,海湾镇
id5011000010393,城市庭园,殷行街道
id5011000010394,银都大楼,彭浦新村街道
id5011000010395,卫龙新村,石化街道
id5011000010396,龙威茗庭,周浦镇
id5011000010397,思南公馆,瑞金二路街道
id5011000010399,飞虹北村,金山卫镇
id5011000010400,宇泰景苑,嘉兴路街道
id5011000010401,绿地观邸,南桥镇
id5011000010402,山龙新村,石化街道
id5011000010403,永旭家苑,合庆镇
id5011000010404,康定路841号,曹家渡街道
id5011000010404,康定路841号乙,曹家渡街道
id5011000010406,汇南小区,庄行镇
id5011000010407,西环四村,莘庄镇
id5011000010408,四季宜景园,大场镇
id5011000010409,心圆东苑,川沙新镇
id5011000010410,海通新村,康桥镇
id5011000010412,星丰苑,莘庄镇
id5011000010412,星丰苑,莘庄镇
id5011000010415,松花江路223弄,五角场镇
id5011000010416,毕加索小镇二期公寓,唐镇
id5011000010419,安业公寓,广中路街道
id5011000010423,新福康里别墅,石门二路街道
id5011000010424,安全小区,奉城镇
id5011000010425,佳景公寓,宜川路街道
id5011000010426,民主花园,高境镇
id5011000010427,鹤北新苑,江川路街道
id5011000010428,建设花园,方松街道
id5011000010429,古美五村,古美街道
id5011000010430,德绍豪斯,安亭镇
id5011000010430,安亭新镇德绍豪斯,安亭镇
id5011000010432,华丰大楼,五角场街道
id5011000010433,延吉六村,延吉新村街道
id5011000010434,叶城五街坊,菊园新区管委会
id5011000010436,瑞虹新城四期,嘉兴路街道
id5011000010436,瑞虹新城铭庭,嘉兴路街道
id5011000010437,无锡大厦,五角场街道
id5011000010440,双桥小区,浦兴路街道
id5011000010441,万科锦源公寓,赵巷镇
id5011000010442,印象欧洲,华泾镇
id5011000010442,印象欧洲公寓,华泾镇
id5011000010444,旭辉玫瑰湾,香花桥街道
id5011000010445,景博新园,新泾镇
id5011000010446,绿地清猗园三期,南翔镇
id5011000010446,绿地清猗园二期,南翔镇
id5011000010449,紫荆一村,安亭镇
id5011000010450,双秀南园,康桥镇
id5011000010451,长海三村,五角场镇
id5011000010452,全家福家园,平凉路街道
id5011000010453,珠光苑,川沙新镇
id5011000010454,丽景小区,嘉定镇街道
id5011000010457,上航新村,程家桥街道
id5011000010458,西门锦绣苑,惠南镇
id5011000010459,绿波城,唐镇
id5011000010460,永清二村,吴淞街道
id5011000010461,阳光国际公寓,金桥镇
id5011000010462,新梅淞南苑,淞南镇
id5011000010463,建设公寓,高境镇
id5011000010464,东塘花苑,川沙新镇
id5011000010465,晨兴花园,夏阳街道
id5011000010466,安佳公寓,五里桥街道
id5011000010467,万都花园普陀,曹杨新村街道
id5011000010468,月泉湾名邸,月浦镇
id5011000010470,永泰花苑,东明路街道
id5011000010476,沪西别墅,江苏路街道
id5011000010481,延安西路1264弄,华阳路街道
id5011000010482,永嘉路386弄,天平路街道
id5011000010485,永福路147弄,湖南路街道
id5011000010494,淮海中路1710弄,湖南路街道
id5011000010499,文元坊静安,静安寺街道
id5011000010502,永康路141弄公房,天平路街道
id5011000010517,襄阳南路444弄,天平路街道
id5011000010521,愚园路750弄,江苏路街道
id5011000010559,海翔小区,提篮桥街道
id5011000010579,大华颐和华城公寓,长征镇
id5011000010580,世茂湖滨花园公寓,花木街道
id5011000010580,世茂湖滨花园别墅,花木街道
id5011000010581,阳光花城二期,张江镇
id5011000010583,水岸蓝桥公寓,大场镇
id5011000010584,虹桥紫京苑公寓,虹桥镇
id5011000010585,静鼎安邦府邸公寓,曹家渡街道
id5011000010586,情谊苑,川沙新镇
id5011000010587,申富大厦,陆家嘴街道
id5011000010588,机场新村龙华,龙华街道
id5011000010589,海上名邸,康健新村街道
id5011000010590,南苑二村,菊园新区管委会
id5011000010591,怡景花园,菊园新区管委会
id5011000010592,水仙小区,安亭镇
id5011000010593,金新花苑,浦兴路街道
id5011000010593,金杨路1105弄,浦兴路街道
id5011000010594,水闸小区,南桥镇
id5011000010595,惠明苑,七宝镇
id5011000010596,宝林四村,友谊路街道
id5011000010597,兴东名苑,川沙新镇
id5011000010599,汇锦城公寓,新场镇
id5011000010599,汇锦城二期,新场镇
id5011000010602,芳华小区,花木街道
id5011000010603,金钟小区,北新泾街道
id5011000010604,佳田苑,枫泾镇
id5011000010607,江诚苑,方松街道
id5011000010608,内江二村,延吉新村街道
id5011000010609,福兴村,长风新村街道
id5011000010610,金桥路530弄,金杨新村街道
id5011000010612,韵都城,长白新村街道
id5011000010615,新月桃苑,月浦镇
id5011000010616,林顿大厦,天目西路街道
id5011000010621,申莘一村,莘庄工业区
id5011000010622,新乐雅苑,新桥镇
id5011000010624,志豪公寓,花木街道
id5011000010625,德康苑,三林镇
id5011000010629,金榜雅苑,江川路街道
id5011000010630,古北大楼,仙霞新村街道
id5011000010631,西上海名邸,安亭镇
id5011000010632,朱家门小区,沪东新村街道
id5011000010633,旭辉朗悦庭,练塘镇
id5011000010634,吉联大厦,广中路街道
id5011000010635,中瑞公寓,田林街道
id5011000010637,明天华城,周浦镇
id5011000010638,三湘海尚城公寓,淞南镇
id5011000010638,三湘海尚城,淞南镇
id5011000010641,龙兴苑,虹桥镇
id5011000010643,浦江花苑,江川路街道
id5011000010644,西庭网球俱乐部和公寓,华漕镇
id5011000010645,上南玲珑苑,三林镇
id5011000010646,高境欣苑,高境镇
id5011000010647,通园公寓,高桥镇
id5011000010648,金体苑,五角场镇
id5011000010649,泰山一村,宜川路街道
id5011000010651,金悦公寓,虹桥镇
id5011000010653,荷五小区,浦兴路街道
id5011000010655,友谊大楼,宜川路街道
id5011000010656,晨光公寓,川沙新镇
id5011000010657,浩泽家园,盈浦街道
id5011000010658,曹路家苑,曹路镇
id5011000010660,诸新三村,华漕镇
id5011000010662,杜鹃园,康健新村街道
id5011000010662,杜鹃园,康健新村街道
id5011000010664,花苑村紫竹园,康健新村街道
id5011000010665,九龙仓玺园,新江湾城街道
id5011000010666,佘山珑原,方松街道
id5011000010668,粤亮湾景苑,周浦镇
id5011000010669,清水颐园,菊园新区管委会
id5011000010669,叶城五街坊,菊园新区管委会
id5011000010670,上海滩大宁城公寓,共和新路街道
id5011000010671,报春四村,莘庄镇
id5011000010672,诸家宅小区,漕河泾街道
id5011000010676,新虹园,新泾镇
id5011000010681,淮海中路2018号,新华路街道
id5011000010735,溧阳路1114弄,四川北路街道
id5011000010741,复地香栀花园,桃浦镇
id5011000010743,控江东三村,延吉新村街道
id5011000010745,虹桥晶邸,华漕镇
id5011000010747,上外中山大楼,广中路街道
id5011000010750,叶城二街坊,菊园新区管委会
id5011000010751,银南翔佳苑,南翔镇
id5011000010753,宝钢三村,友谊路街道
id5011000010754,金杨二街坊,金杨新村街道
id5011000010755,吴泾新村,吴泾镇
id5011000010756,高乐小区,岳阳街道
id5011000010759,塔城小区,嘉定镇街道
id5011000010760,浦泾大楼,上钢新村街道
id5011000010761,海鹏苑,定海路街道
id5011000010763,伊东苑,江浦路街道
id5011000010766,共和小区,高境镇
id5011000010766,共和小区,高境镇
id5011000010767,怡景大厦,广中路街道
id5011000010770,昆明公寓,提篮桥街道
id5011000010771,星晓家园,曹路镇
id5011000010772,古桐路56弄,张江镇
id5011000010775,万峰嘉苑,江湾镇街道
id5011000010777,博三小区,沪东新村街道
id5011000010779,虹瑞公寓,广中路街道
id5011000010780,景苑小区,仙霞新村街道
id5011000010782,和源名邸,共和新路街道
id5011000010784,荣城花苑,陆家嘴街道
id5011000010787,江海花园,南桥镇
id5011000010788,惠信苑,五角场镇
id5011000010792,荣都公寓,岳阳街道
id5011000010796,松花公寓,延吉新村街道
id5011000010798,碧海云居,山阳镇
id5011000010798,御龙名邸,山阳镇
id5011000010800,银泰苑,梅陇镇
id5011000010804,新城尚上城,安亭镇
id5011000010806,聚龙家园,花木街道
id5011000010808,裕鸿佳苑,陈家镇
id5011000010809,新城悠活城,菊园新区管委会
id5011000010809,新城悠活城,菊园新区管委会
id5011000010810,绿梅一村,莘庄镇
id5011000010812,仙二小区,仙霞新村街道
id5011000010813,商华新村,金泽镇
id5011000010814,北顾小区,新泾镇
id5011000010815,金杨路750弄,金杨新村街道
id5011000010816,泛欧现代大厦,大宁路街道
id5011000010817,东汇花苑,枫林路街道
id5011000010819,中环名品公馆,桃浦镇
id5011000010821,薛家宅小区,漕河泾街道
id5011000010822,商业二村,广中路街道
id5011000010822,商洛小区,广中路街道
id5011000010824,王金更小区,新泾镇
id5011000010825,天义小区,天山路街道
id5011000010826,景舒苑三村,浦江镇
id5011000010827,新悦公寓,虹桥镇
id5011000010828,新中新村,凉城新村街道
id5011000010830,古美八村,梅陇镇
id5011000010831,品珍苑,东明路街道
id5011000010832,由由五村,花木街道
id5011000010833,花木鑫丰苑,花木街道
id5011000010834,爱丽雅花苑,中山街道
id5011000010835,建爱大厦,提篮桥街道
id5011000010836,富锦苑,杨行镇
id5011000010837,中星嘉莱苑,沪东新村街道
id5011000010838,上院佳庭,南桥镇
id5011000010838,上园南里,南桥镇
id5011000010840,通河四村,张庙街道
id5011000010841,万源城御溪别墅,古美街道
id5011000010842,邢长小区,四川北路街道
id5011000010845,锦绣江南五期别墅,虹桥镇
id5011000010846,锦绣江南四期,虹桥镇
id5011000010848,锦绣江南一期,虹桥镇
id5011000010849,晨星东区,新桥镇
id5011000010850,昱龙家园,周浦镇
id5011000010851,海德公寓,九亭镇
id5011000010852,莘松一村,莘庄镇
id5011000010854,光辉小区,陆家嘴街道
id5011000010856,广远新村,长白新村街道
id5011000010857,临沂七村,南码头路街道
id5011000010858,宁馨小区,大宁路街道
id5011000010859,古美十村,古美街道
id5011000010860,五彩星辰,殷行街道
id5011000010861,银叶苑,五角场镇
id5011000010862,广厦公寓,田林街道
id5011000010864,翠湖天地嘉苑,淮海中路街道
id5011000010865,翠湖天地御苑,淮海中路街道
id5011000010866,成事高邸,大场镇
id5011000010868,虹枫大楼,徐家汇街道
id5011000010870,妙栏小区,川沙新镇
id5011000010871,绿城玉兰花园一期,唐镇
id5011000010872,水语人家,浦江镇
id5011000010872,水语人家南苑,浦江镇
id5011000010898,泰安路109弄,新华路街道
id5011000010918,太原路321弄,天平路街道
id5011000010927,新梅莘苑,莘庄镇
id5011000010928,崂山一村,陆家嘴街道
id5011000010935,幸福时光,吕巷镇
id5011000010936,彭豪公寓,彭浦新村街道
id5011000010939,晶杰苑,梅陇镇
id5011000010940,文华苑虹口,凉城新村街道
id5011000010941,仙城小区,仙霞新村街道
id5011000010942,瑞和家园,临汾路街道
id5011000010943,中山北二路709弄,控江路街道
id5011000010943,益海佳苑,控江路街道
id5011000010944,岚皋路433弄,石泉路街道
id5011000010945,剑河家苑,北新泾街道
id5011000010946,延铁小区,大宁路街道
id5011000010947,广顺小区,新泾镇
id5011000010948,建设新苑,定海路街道
id5011000010949,中港三村,海湾镇
id5011000010950,隆亭家园,亭林镇
id5011000010954,临丰小区,川沙新镇
id5011000010955,江南一村,斜土路街道
id5011000010957,胶南小区,南码头路街道
id5011000010957,胶南小区,南码头路街道
id5011000010959,恒大华城新华苑,三林镇
id5011000010964,驰骋大楼,半淞园路街道
id5011000010967,乾溪三村,大场镇
id5011000010968,东兰兴城,古美街道
id5011000010968,东兰兴城待失效,古美街道
id5011000010971,欣园新邨,康健新村街道
id5011000010973,松花江路2591弄,曲阳路街道
id5011000010974,万科桂馨苑,七宝镇
id5011000010976,环城新村,中山街道
id5011000010978,益华小区,五角场街道
id5011000010979,西谈家渡路17弄,长寿路街道
id5011000010981,莘松八村,莘庄镇
id5011000010983,复泰景苑,七宝镇
id5011000010985,华钜御庭二期别墅,惠南镇
id5011000010985,华钜御庭二期别墅,惠南镇
id5011000010985,华钜御庭别墅,惠南镇
id5011000010986,宛南四村,枫林路街道
id5011000010987,白玉兰馨园,彭浦镇
id5011000010988,美兰湖中华园,罗店镇
id5011000010989,江川一村,泗泾镇
id5011000010990,保利湖畔阳光苑,马陆镇
id5011000010991,杨园七村,高东镇
id5011000010992,东明家园,周家渡街道
id5011000010994,芳丽苑,花木街道
id5011000010996,张江汤臣豪园四期,张江镇
id5011000010997,海鸥新村,东平镇
id5011000011001,益健小区,周家桥街道
id5011000011004,金地格林世界城市公馆,南翔镇
id5011000011005,中冶翔腾,南翔镇
id5011000011006,翠鑫苑,佘山镇
id5011000011010,锦都玫瑰园,殷行街道
id5011000011011,欣连佳苑,高东镇
id5011000011013,浦东南路1780弄,潍坊新村街道
id5011000011015,古馨苑,新场镇
id5011000011016,新南丽都公寓,泗泾镇
id5011000011017,赵家花园,宜川路街道
id5011000011018,万登花苑杨浦,平凉路街道
id5011000011018,万登花苑,平凉路街道
id5011000011019,蓝天新村,中山街道
id5011000011020,国和一村,五角场镇
id5011000011021,泰辰沙河茗苑,江桥镇
id5011000011022,童家浜小区,大宁路街道
id5011000011023,美兰湖岭域,罗店镇
id5011000011024,申江花苑,江桥镇
id5011000011025,宝虹水岸景苑,杨行镇
id5011000011030,森林公馆乐莫苑,中山街道
id5011000011033,平吉二村,古美街道
id5011000011035,兰花小区,花木街道
id5011000011036,海珀旭晖,斜土路街道
id5011000011037,静怡村,新华路街道
id5011000011038,建中大楼,四平路街道
id5011000011041,怡佳苑,五角场镇
id5011000011042,永翔佳苑,南翔镇
id5011000011045,龙臣公寓,浦兴路街道
id5011000011047,宝城二村,友谊路街道
id5011000011050,镇北小区,江湾镇街道
id5011000011051,阳曲小区,临汾路街道
id5011000011052,远虹大厦,嘉兴路街道
id5011000011055,控江一村,控江路街道
id5011000011056,桂平小区,康健新村街道
id5011000011057,豪景苑,四川北路街道
id5011000011058,新城公馆,南翔镇
id5011000011059,平和里,南京东路街道
id5011000011061,复兴小区,豫园街道
id5011000011062,滨江茗园,陆家嘴街道
id5011000011063,爱法花园二期,曹路镇
id5011000011064,东唐苑,唐镇
id5011000011065,米兰诺贵都,泗泾镇
id5011000011066,金竹园,莘庄工业区
id5011000011084,淮海中路1262号,湖南路街道
id5011000011121,三航大厦,枫林路街道
id5011000011124,人民小区嘉定,嘉定镇街道
id5011000011124,人民小区,嘉定镇街道
id5011000011125,蝶恋园,金杨新村街道
id5011000011126,蒲汇新村,七宝镇
id5011000011127,同济北苑,五角场街道
id5011000011128,锦通苑,淞南镇
id5011000011129,良隆园,九亭镇
id5011000011130,汇城公寓,嘉定镇街道
id5011000011131,香花新村,香花桥街道
id5011000011134,临潼苑,提篮桥街道
id5011000011135,鞍山三村,四平路街道
id5011000011136,德西大楼,上钢新村街道
id5011000011137,弘丰新苑,宝山路街道
id5011000011138,玉屏新村,堡镇
id5011000011139,影城小筑,花木街道
id5011000011141,临江三村,友谊路街道
id5011000011142,淞南十村,淞南镇
id5011000011143,繁荣安居,周浦镇
id5011000011145,恒通公寓,广中路街道
id5011000011149,南苑八村,菊园新区管委会
id5011000011150,北龙潭苑,岳阳街道
id5011000011151,上船大楼,陆家嘴街道
