resblock_id,resblock_name,jiedao
id5010473190993520,东宝兴路410号,宝山路街道
id5010473744904080,控江路1523号,控江路街道
id5010474743673430,控江路115号,长白新村街道
id5010482933837520,海上郡,朱家角镇
id5010483155348920,圣和静安公馆,北站街道
id5010497169567130,体育场路30号,夏阳街道
id5010498571776900,开鲁路5号,殷行街道
id5010503952805650,南城苑,惠南镇
id5010567394799900,桃园新村金山,金山卫镇
id5010586131280060,广中路466号,广中路街道
id5010592198864680,北大街31弄,北新泾街道
id5010592198864720,蒲淞北路19号,北新泾街道
id5010611764244040,康沈路1646弄,周浦镇
id5010615935480260,宝祁雅苑北区,大场镇
id5010615935480550,凌桥镇7号,高桥镇
id5010616671317210,融创浦建路727,塘桥街道
id5010616671317210,浦建727,塘桥街道
id5010616671317210,浦建路727号,塘桥街道
id5010655333888720,石家街118号,高桥镇
id5010659404460590,大华碧云天,大场镇
id5010659701731460,马桥镇西街1号,马桥镇
id5010660239650130,恒祥小区,亭林镇
id5010701549613160,长清路2365弄,三林镇
id5010704302911930,国和路429号,五角场镇
id5010726255636600,海棠馨苑,徐泾镇
id5010751479394630,万航渡路2544号,周家桥街道
id5010752740307160,万科金域澜湾,南汇新城镇
id5010771466825890,南大路14弄,大场镇
id5010774916640520,眉州路50弄,大桥街道
id5010775443025930,锦西路67号,四平路街道
id5010794559615430,荣成路17弄,陆家嘴街道
id5010795286016100,陈东小区,陈家镇
id5010795302530850,开江东路224号,泗泾镇
id5010797898019400,中街155弄,马桥镇
id5010837417538420,莘西路83弄,莘庄镇
id5010838518804440,谷阳北路169号,岳阳街道
id5010908136909820,罗店塘东街2号,罗店镇
id5010909713445080,盘龙小区奉贤,奉城镇
id5010909713445080,盘龙小区洪庙,奉城镇
id5010926774563710,榆林路258号,平凉路街道
id5010933527392190,复地九月,九亭镇
id5010948814320440,年家浜路137号,周浦镇
id5010956325794110,新建西路129号,南桥镇
id5010956372716770,山阴大楼,欧阳路街道
id5010956521876530,辉河路22号,曲阳路街道
id5010972448435270,康沈路1632号,周浦镇
id5010972713463350,蒋家桥路17号,欧阳路街道
id5010998326504510,外冈壹号,外冈镇
id5011000000001,祁南新村,罗店镇
id5011000000002,祥安竹苑,万祥镇
id5011000000003,绿地芳满庭,金山卫镇
id5011000000005,星阳苑,临汾路街道
id5011000000006,临园小区,川沙新镇
id5011000000008,绅鸿苑,南桥镇
id5011000000008,正阳世纪星城绅鸿苑,南桥镇
id5011000000010,保德路1213弄,彭浦新村街道
id5011000000011,百晨小区,祝桥镇
id5011000000012,钜凯馨园,新成路街道
id5011000000013,梦丹苑,夏阳街道
id5011000000014,共和新路4699弄,高境镇
id5011000000015,控江路652弄,延吉新村街道
id5011000000018,海滨三村,海湾镇
id5011000000018,星火农场海滨三村,海湾镇
id5011000000019,步阳御江金都,菊园新区管委会
id5011000000020,东门苑,石化街道
id5011000000022,锦港新村,南桥镇
id5011000000023,渔港路213弄,南汇新城镇
id5011000000024,复华城市花园紫金里,新成路街道
id5011000000026,上南嘉园,康桥镇
id5011000000027,彩虹园,惠南镇
id5011000000028,长城逸府,枫泾镇
id5011000000029,滨海二村,石化街道
id5011000000030,临源二村,朱泾镇
id5011000000031,镇南小区,白鹤镇
id5011000000032,明珠新苑,朱泾镇
id5011000000033,塔城路850弄,嘉定镇街道
id5011000000035,思凡花苑二街坊,祝桥镇
id5011000000036,龙湖紫都城,香花桥街道
id5011000000037,茸联苑,中山街道
id5011000000038,瑞和明庭,华新镇
id5011000000039,凤城一村,控江路街道
id5011000000041,汇景华庭,菊园新区管委会
id5011000000042,政肃路45弄,五角场街道
id5011000000043,旭辉百合宫馆,香花桥街道
id5011000000043,宝宸共和家园,香花桥街道
id5011000000044,练北新村,练塘镇
id5011000000045,昌里路167弄,周家渡街道
id5011000000046,景凤路521弄,临汾路街道
id5011000000048,月浦三村,月浦镇
id5011000000049,现代华亭花园,亭林镇
id5011000000050,绿地蓝海庭,南汇新城镇
id5011000000051,留溪佳园,张堰镇
id5011000000051,宝宸共和家园,张堰镇
id5011000000053,红花小区,北站街道
id5011000000054,大宁路550号,大宁路街道
id5011000000056,泰康大楼,枫林路街道
id5011000000057,公兴路39弄,宝山路街道
id5011000000060,洛川东路460号,共和新路街道
id5011000000061,高行银杏苑,高行镇
id5011000000063,宜川路350号,甘泉路街道
id5011000000065,三阳小区,共和新路街道
id5011000000067,百溪公寓,五里桥街道
id5011000000068,普育西路50号,半淞园路街道
id5011000000069,广宇大楼,石化街道
id5011000000072,西朱新村,吴淞街道
id5011000000073,龙漕路245弄,漕河泾街道
id5011000000074,玉屏南路555号,天山路街道
id5011000000076,仲义苑,古美街道
id5011000000080,宝山路535号,宝山路街道
id5011000000083,肇嘉浜路107弄,斜土路街道
id5011000000085,广元路155号,天平路街道
id5011000000086,黄兴路118号,大桥街道
id5011000000089,华府天地睿园,半淞园路街道
id5011000000096,开鲁五村,新江湾城街道
id5011000000097,宛平88公寓,徐家汇街道
id5011000000099,周家嘴路1048号,嘉兴路街道
id5011000000100,冈峰新苑,外冈镇
id5011000000102,机施公寓,广中路街道
id5011000000108,县左街14号,豫园街道
id5011000000110,上炼二村,高桥镇
id5011000000115,宛南华侨新村,枫林路街道
id5011000000117,平型关路245弄,共和新路街道
id5011000000118,阳景小区,临汾路街道
id5011000000122,岭南小区,彭浦新村街道
id5011000000126,铁道路682号,五里桥街道
id5011000000127,杜家滩14号,岳阳街道
id5011000000129,丹徒路210弄,提篮桥街道
id5011000000130,保利叶语公寓二期,顾村镇
id5011000000130,保利叶语公寓,顾村镇
id5011000000130,保利叶语公寓一期,顾村镇
id5011000000130,保利叶语一期公寓,顾村镇
id5011000000132,东余杭路222号,提篮桥街道
id5011000000134,星汇广场一期,新江湾城街道
id5011000000134,建发珑庭公寓,新江湾城街道
id5011000000135,金山名都,朱泾镇
id5011000000138,林梅小区,东明路街道
id5011000000139,平型关路230弄,共和新路街道
id5011000000143,兴和苑,金杨新村街道
id5011000000146,长眉小区,大桥街道
id5011000000147,万科梦想派,中山街道
id5011000000149,文化名邸,新江湾城街道
id5011000000150,良辰美景公寓,江湾镇街道
id5011000000152,杨思水境园,三林镇
id5011000000154,三门路48弄,五角场镇
id5011000000155,阳曲路391弄,临汾路街道
id5011000000157,瑞和华苑,浦江镇
id5011000000157,宝宸共和家园,浦江镇
id5011000000157,瑞和华苑北区,浦江镇
id5011000000158,梅园新村嘉定,菊园新区管委会
id5011000000159,东港花苑,祝桥镇
id5011000000160,仁恒运杰河滨花园二期,夏阳街道
id5011000000161,寺平北路140弄,亭林镇
id5011000000162,富康苑,康桥镇
id5011000000164,丰镇小区,江湾镇街道
id5011000000165,虹光小区,新虹街道
id5011000000166,东门新村,城桥镇
id5011000000167,长城珑湾,惠南镇
id5011000000167,中洲珑悦,惠南镇
id5011000000169,红旗新村,朱泾镇
id5011000000170,齐四小区,周家渡街道
id5011000000172,丽泽菊清苑,书院镇
id5011000000173,崧泽华城华中苑,赵巷镇
id5011000000174,三杨新村二街坊,三林镇
id5011000000175,润和苑,泗泾镇
id5011000000175,润和苑一期,泗泾镇
id5011000000175,润和苑三期,泗泾镇
id5011000000175,润和苑二期,泗泾镇
id5011000000176,南北周,菊园新区管委会
id5011000000177,民乐社区南苑六村,菊园新区管委会
id5011000000179,燎原一村,海湾镇
id5011000000182,新乐花苑,新成路街道
id5011000000183,南湾新村,大团镇
id5011000000184,盈港商住新村,盈浦街道
id5011000000188,建机新村,广中路街道
id5011000000190,密云路611弄,曲阳路街道
id5011000000191,跃高新村,新海镇
id5011000000192,新市南路561弄,江湾镇街道
id5011000000194,教苑新村,夏阳街道
id5011000000197,万安新村,朱泾镇
id5011000000198,松汇西路289弄,永丰街道
id5011000000199,茸惠路858弄,中山街道
id5011000000199,中山文化苑二期,中山街道
id5011000000201,牡丹江路182弄,吴淞街道
id5011000000203,朝农新村,祝桥镇
id5011000000206,赤峰路333号,曲阳路街道
id5011000000207,宝昌路520弄,宝山路街道
id5011000000217,公兴路45弄,宝山路街道
id5011000000218,广延路25弄,大宁路街道
id5011000000223,中建锦绣天地,徐泾镇
id5011000000224,零陵路648号,徐家汇街道
id5011000000227,泾港公寓,赵巷镇
id5011000000229,广中路556号,广中路街道
id5011000000233,紫竹半岛,吴泾镇
id5011000000233,紫竹半岛花园,吴泾镇
id5011000000234,瞿溪路132号,半淞园路街道
id5011000000235,莲中路169弄,北蔡镇
id5011000000236,锦兰苑,五角场镇
id5011000000238,农房熙藏,北站街道
id5011000000238,农房熙藏苑,北站街道
id5011000000243,翔殷三村,五角场镇
id5011000000244,控江六村,控江路街道
id5011000000245,延吉五村,延吉新村街道
id5011000000246,浣纱五村,五角场镇
id5011000000247,乔家路104号,小东门街道
id5011000000249,大都会高尔夫和风公寓,七宝镇
id5011000000249,大都会高尔夫和风别墅,七宝镇
id5011000000252,河畔艺墅公寓,外冈镇
id5011000000254,骑龙一家园,徐泾镇
id5011000000255,周家嘴路1052号,嘉兴路街道
id5011000000256,棕榈苑,东明路街道
id5011000000259,茂兴路55弄,塘桥街道
id5011000000260,北门一村,城桥镇
id5011000000261,春之苑,七宝镇
id5011000000262,淀湖新村,朱家角镇
id5011000000263,银都一村闸北,彭浦新村街道
id5011000000263,银都一村,彭浦新村街道
id5011000000265,达苑小区,宜川路街道
id5011000000266,安顺路289号,虹桥街道
id5011000000268,永德小区,吴泾镇
id5011000000269,同心路93弄,广中路街道
id5011000000273,水月坊,大桥街道
id5011000000275,延长西路15号,甘泉路街道
id5011000000280,共和新路2103弄,大宁路街道
id5011000000281,碧林湾新苑,七宝镇
id5011000000283,和平小区浦东,花木街道
id5011000000284,斜土路520号,打浦桥街道
id5011000000284,斜土路520-540号,打浦桥街道
id5011000000291,景凤路380弄,临汾路街道
id5011000000297,李子园公寓,桃浦镇
id5011000000298,松花江路105号,五角场镇
id5011000000299,隆昌路416弄,定海路街道
id5011000000300,星纳家园,曹路镇
id5011000000301,香桂园,惠南镇
id5011000000302,象屿鼎城公寓,川沙新镇
id5011000000305,共和新路1873弄,大宁路街道
id5011000000307,象屿鼎城别墅,川沙新镇
id5011000000308,和家欣苑,杨行镇
id5011000000310,寺平新村,亭林镇
id5011000000311,景河名苑,菊园新区管委会
id5011000000312,闸殷小区,新江湾城街道
id5011000000313,金瀚园,山阳镇
id5011000000314,乐都路233弄,岳阳街道
id5011000000315,松石苑,岳阳街道
id5011000000316,荷风景庭,泥城镇
id5011000000317,嘉宝梦之湾公寓,菊园新区管委会
id5011000000318,华昌小区,唐镇
id5011000000319,崧泽华城秀景苑一期,赵巷镇
id5011000000319,崧泽华城秀景苑,赵巷镇
id5011000000321,福汇一村,惠南镇
id5011000000321,福汇新村,惠南镇
id5011000000322,庆安一村,月浦镇
id5011000000323,中凌东港苑,高桥镇
id5011000000324,新海二村,新海镇
id5011000000326,宁阳福邸,大桥街道
id5011000000327,小江村,朱家角镇
id5011000000327,小江村,朱家角镇
id5011000000328,海洋大厦,南京东路街道
id5011000000329,闵浦新苑五村,浦江镇
id5011000000331,富景名城,新河镇
id5011000000332,南新东园,高行镇
id5011000000333,五四农场洪卫新村,海湾镇
id5011000000334,云松景庭,泥城镇
id5011000000335,天乐苑,朱泾镇
id5011000000336,汤泉美地城,朱泾镇
id5011000000337,馨佳园菊泉街1281弄,顾村镇
id5011000000338,金榜逸家,朱泾镇
id5011000000339,永康城玉兰苑,浦江镇
id5011000000341,海滨一村,海湾镇
id5011000000341,星火农场海滨一村,海湾镇
id5011000000343,听悦路1101弄,惠南镇
id5011000000343,民乐城丽园,惠南镇
id5011000000344,新德公寓,川沙新镇
id5011000000344,新德公寓浦东,川沙新镇
id5011000000345,同润蓝美俊庭,大团镇
id5011000000346,月浦五村,月浦镇
id5011000000347,银凤小区,川沙新镇
id5011000000349,平凉路1695弄,大桥街道
id5011000000350,跃进新村,新海镇
id5011000000352,望佳二村,浦江镇
id5011000000353,控江路802弄,延吉新村街道
id5011000000354,银杏小区,嘉定镇街道
id5011000000357,金泰园,吴淞街道
id5011000000359,鹤鸣新苑一村,航头镇
id5011000000364,恒凌公寓,彭浦镇
id5011000000365,卫春三街坊,颛桥镇
id5011000000366,中山西路911弄,天山路街道
id5011000000377,中邦大都会,康桥镇
id5011000000379,罗南一村,罗店镇
id5011000000380,歇浦小区,洋泾街道
id5011000000381,保利天琴宇舍,马陆镇
id5011000000382,中邦城市园,康桥镇
id5011000000384,法兰西世家公寓,洞泾镇
id5011000000385,绿洲庭苑,长桥街道
id5011000000386,环镇北路211弄,大场镇
id5011000000389,伊犁路110弄,虹桥街道
id5011000000394,新世纪花苑崇明,城桥镇
id5011000000395,银河小区,南码头路街道
id5011000000395,南码头路230弄,南码头路街道
id5011000000397,永和苑,彭浦镇
id5011000000404,铁路新村华池路,石泉路街道
id5011000000407,普育东路34号,半淞园路街道
id5011000000409,绿地璀璨天城,马桥镇
id5011000000410,西江湾路264弄,广中路街道
id5011000000412,北九峰小区,岳阳街道
id5011000000414,景华世纪园,张庙街道
id5011000000415,哈一顿国际大酒店,虹桥镇
id5011000000420,平型关路240弄,共和新路街道
id5011000000425,会波苑,泗泾镇
id5011000000426,莲浦新苑,莘庄镇
id5011000000427,思致公寓,吴淞街道
id5011000000428,广延路415号,大宁路街道
id5011000000429,新育公寓,周浦镇
id5011000000430,迎园新村,新成路街道
id5011000000430,迎园新村待失效,新成路街道
id5011000000430,迎园新村待失效,新成路街道
id5011000000434,莲花公寓浦东,周浦镇
id5011000000436,杨思路427号,三林镇
id5011000000439,祥和名邸别墅,长征镇
id5011000000440,海南西弄61号,半淞园路街道
id5011000000442,中山北路2451弄,石泉路街道
id5011000000443,海怡花园虹口,凉城新村街道
id5011000000445,武进大楼,北站街道
id5011000000446,红翔新村,南翔镇
id5011000000447,铁道路680号,五里桥街道
id5011000000448,凉东小区,凉城新村街道
id5011000000449,程家桥路211弄,虹桥镇
id5011000000453,江苏路162弄,江苏路街道
id5011000000455,瞿溪路804号,五里桥街道
id5011000000456,九亭明珠苑别墅,九亭镇
id5011000000459,德州路214号,上钢新村街道
id5011000000461,邮局小区,新华路街道
id5011000000462,汇金新苑,金汇镇
id5011000000463,森海豪庭,朱泾镇
id5011000000464,桂林新村,东平镇
id5011000000465,海滨新城,山阳镇
id5011000000468,吴杨雅苑,江桥镇
id5011000000469,人民新村,惠南镇
id5011000000471,绿中海雅庭,赵巷镇
id5011000000471,绿中海雅庭别墅,赵巷镇
id5011000000472,金月湾小区,城桥镇
id5011000000473,辰弘佳苑,方松街道
id5011000000474,清河路453弄,菊园新区管委会
id5011000000475,临河小区,川沙新镇
id5011000000476,新城昱翠湾,月浦镇
id5011000000477,云树雅居,泥城镇
id5011000000478,万馨佳园,川沙新镇
id5011000000479,汇德茗苑,航头镇
id5011000000480,鹭岛华庭,长兴镇
id5011000000481,中铁逸都,夏阳街道
id5011000000483,城中路171弄,嘉定镇街道
id5011000000484,海芦汇鸣苑,南汇新城镇
id5011000000485,楼下佳苑,高东镇
id5011000000486,通河七村,张庙街道
id5011000000489,燎北村,海湾镇
id5011000000490,罗星新村,朱泾镇
id5011000000491,陆家嘴锦绣前城,花木街道
id5011000000492,湄洲一村,城桥镇
id5011000000493,听潮民乐苑,惠南镇
id5011000000494,明珠小区川沙,川沙新镇
id5011000000495,欣梅苑,宣桥镇
id5011000000496,明月坊,大桥街道
id5011000000497,千汇苑四村,祝桥镇
id5011000000498,果园新村奉贤,南桥镇
id5011000000498,果园新村奉贤,南桥镇
id5011000000499,云松翠庭,泥城镇
id5011000000500,乐业二村,月浦镇
id5011000000501,玉环新村,城桥镇
id5011000000502,嘉乐花园,新成路街道
id5011000000506,鹤沙航城汇仁馨苑,航头镇
id5011000000508,海尚明徕苑,南汇新城镇
id5011000000509,恒纬家苑,祝桥镇
id5011000000510,塘和家园德宁苑,泗泾镇
id5011000000511,鹤沙航城瑞馨苑,航头镇
id5011000000512,石化一村,石化街道
id5011000000513,长桥二村,长桥街道
id5011000000518,翔殷路627弄,五角场镇
id5011000000521,中园大楼,惠南镇
id5011000000522,乔家路112弄,小东门街道
id5011000000525,杭州湾家园,山阳镇
id5011000000525,蓝堡公馆,山阳镇
id5011000000527,凌兆新村凌兆路521弄,东明路街道
id5011000000527,凌兆新村,东明路街道
id5011000000528,城丰路15弄,川沙新镇
id5011000000529,绿野香洲公寓,七宝镇
id5011000000531,恒基旭辉中心公寓,新虹街道
id5011000000533,共和五村,高境镇
id5011000000534,冶金公寓,曲阳路街道
id5011000000538,武夷路160弄,江苏路街道
id5011000000543,景舒苑五村,浦江镇
id5011000000543,景舒苑五村西区,浦江镇
id5011000000544,宜昌路693号,长寿路街道
id5011000000551,汇福家园兴盛里,周浦镇
id5011000000552,城龙公寓,共和新路街道
id5011000000553,殷行路307弄,殷行街道
id5011000000556,东余杭路220号,提篮桥街道
id5011000000557,番禺路269弄,新华路街道
id5011000000559,沈家宅,南码头路街道
id5011000000562,康桥半岛国际公寓,周浦镇
id5011000000565,麦克花园别墅,漕河泾街道
id5011000000566,香樟苑浦东,三林镇
id5011000000567,嘉怡水岸公寓,吴泾镇
id5011000000568,万安路372号,江湾镇街道
id5011000000571,泾东一村松江,洞泾镇
id5011000000572,延吉东路557弄,延吉新村街道
id5011000000573,祥德路331号,欧阳路街道
id5011000000575,平型关路255弄,共和新路街道
id5011000000577,潼港兴高苑,高桥镇
id5011000000579,江天大厦,南码头路街道
id5011000000581,新盛大楼,潍坊新村街道
id5011000000584,昌平路984弄,曹家渡街道
id5011000000586,金沙鼎苑,江桥镇
id5011000000587,运光路100弄,曲阳路街道
id5011000000591,玉屏南路201号,天山路街道
id5011000000592,延安西路1265弄,华阳路街道
id5011000000593,紫菊新苑,南桥镇
id5011000000594,内江路384弄,延吉新村街道
id5011000000600,宝钢一村,友谊路街道
id5011000000603,三林路430弄,东明路街道
id5011000000606,江浦路1315弄,江浦路街道
id5011000000607,爱家新城,大团镇
id5011000000608,新月福邸,月浦镇
id5011000000611,枫荷兰庭,七宝镇
id5011000000612,成山小区,周家渡街道
id5011000000613,永建路86弄,金桥镇
id5011000000615,协和家园,新泾镇
id5011000000616,世茂海滨馨苑,海湾镇
id5011000000617,中冶祥腾宝月花园,月浦镇
id5011000000618,新顾村大家园D区,顾村镇
id5011000000619,春雷路431弄,月浦镇
id5011000000622,南亭公寓,南桥镇
id5011000000623,秀怡苑,康桥镇
id5011000000624,民乐城惠园,惠南镇
id5011000000625,鑫唐绿波庭,川沙新镇
id5011000000626,翔泰苑,颛桥镇
id5011000000628,星尚湾名邸,华新镇
id5011000000629,荣乐东路3弄,中山街道
id5011000000631,崧泽华城昱翠雅苑,赵巷镇
id5011000000632,绿久苑,莘庄工业区
id5011000000634,潼港六村,高桥镇
id5011000000635,榆兰新村,嘉兴路街道
id5011000000636,月浦四村,月浦镇
id5011000000637,中星馨恒苑,彭浦镇
id5011000000638,佳欣苑,罗店镇
id5011000000640,新郁路822号,真新街道
id5011000000641,千汇苑二村,祝桥镇
id5011000000642,汇腾东苑,周浦镇
id5011000000643,金域蔚蓝家园,山阳镇
id5011000000644,平凉路1545弄,大桥街道
id5011000000645,秀州新村,朱泾镇
id5011000000646,南苑五村,菊园新区管委会
id5011000000647,前卫新村,长兴镇
id5011000000648,晨阳小区,祝桥镇
id5011000000649,中怡家园,顾村镇
id5011000000650,百花新村,周浦镇
id5011000000651,徐谢村,华新镇
id5011000000652,中星海上名豪苑四期,江桥镇
id5011000000653,大华凤凰家苑一区,长兴镇
id5011000000653,大华凤凰家苑,长兴镇
id5011000000653,大华凤凰佳苑,长兴镇
id5011000000654,欣菊苑,宣桥镇
id5011000000655,延吉东路115弄,长白新村街道
id5011000000656,绿地漕泾新苑,漕泾镇
id5011000000657,新虹桥首府,九亭镇
id5011000000658,东风三村,东平镇
id5011000000659,中山文化苑二期,中山街道
id5011000000660,塘和家园登云苑,泗泾镇
id5011000000662,新成三坊四坊,新成路街道
id5011000000663,永红新村,南翔镇
id5011000000664,东苑佳和园,江川路街道
id5011000000665,泰宸雅苑,菊园新区管委会
id5011000000673,普育西路46-54号,半淞园路街道
id5011000000676,悠雅曹杨,真如镇
id5011000000678,宏城公寓,欧阳路街道
id5011000000679,天山路1726弄,天山路街道
id5011000000682,高桥一村,高桥镇
id5011000000683,铂珏公馆公寓,罗店镇
id5011000000683,铂珏公馆,罗店镇
id5011000000689,中华新村长宁,虹桥街道
id5011000000690,大宁路594号,大宁路街道
id5011000000691,日月新殿,三林镇
id5011000000693,同心路801弄,广中路街道
id5011000000695,中星海上名豪苑三期,江桥镇
id5011000000702,大木桥路325号,斜土路街道
id5011000000705,黄山路12号,广中路街道
id5011000000709,知雅汇别墅,九亭镇
id5011000000716,控江路1203号,控江路街道
id5011000000721,新浦江城江柳路400弄,浦江镇
id5011000000722,新浦江城江桦路600弄,浦江镇
id5011000000723,新浦江城江桦路400弄别墅,浦江镇
id5011000000724,新浦江城江桦路399弄,浦江镇
id5011000000725,新浦江城江桦路200弄别墅,浦江镇
id5011000000726,新浦江城江桦路199弄,浦江镇
id5011000000727,石油大院,金杨新村街道
id5011000000729,新浦江城浦锦路1658弄,浦江镇
id5011000000730,新浦江城江栀路500弄别墅,浦江镇
id5011000000731,绿地蔷薇九里公寓,方松街道
id5011000000731,绿地蔷薇九里别墅,方松街道
id5011000000737,颛溪十村,颛桥镇
id5011000000739,淮海名邸,新华路街道
id5011000000740,君逸公馆,金山卫镇
id5011000000741,明城新村,海湾镇
id5011000000742,希都公寓,南桥镇
id5011000000744,紫堤坊,华漕镇
id5011000000745,肖塘新村,南桥镇
id5011000000746,梅州新村,石化街道
id5011000000747,辰凯花苑,石化街道
id5011000000748,颛卫路175弄,颛桥镇
id5011000000750,颛建路203弄,颛桥镇
id5011000000752,南大路126弄,大场镇
id5011000000753,虹桥路2335号,程家桥街道
id5011000000754,大连西路94号,曲阳路街道
id5011000000758,敦化路6弄,延吉新村街道
id5011000000760,人乐二村,岳阳街道
id5011000000761,木鱼弄小区,岳阳街道
id5011000000762,荣乐一村,岳阳街道
id5011000000764,思凡馨苑,祝桥镇
id5011000000765,安通路1168弄,陈家镇
id5011000000766,红旗五村,江川路街道
id5011000000767,南苑四村,菊园新区管委会
id5011000000768,凤辰乐苑,长兴镇
id5011000000770,德华一村,南翔镇
id5011000000771,鹤沙航城汇诚佳苑,航头镇
id5011000000772,佰田大富苑,周浦镇
id5011000000773,茉莉雅苑,泗泾镇
id5011000000775,绿洲丰怡园,菊园新区管委会
id5011000000776,凤翔新村,朱泾镇
id5011000000783,汤巷中心村,康桥镇
id5011000000784,阳光里嘉定,马陆镇
id5011000000788,桃浦一村合欢苑,桃浦镇
id5011000000790,西湖新村,朱家角镇
id5011000000791,云树欣居,泥城镇
id5011000000792,新凯城锦昌苑,泗泾镇
id5011000000793,海上纳缇,山阳镇
id5011000000794,呼玛五村,张庙街道
id5011000000796,前哨路288弄,合庆镇
id5011000000798,古春苑,新场镇
id5011000000799,维也纳广场,虹桥街道
id5011000000800,共富三村,顾村镇
id5011000000802,钟楼新村,朱泾镇
id5011000000803,枫香名苑,枫泾镇
id5011000000804,南华二村嘉定,南翔镇
id5011000000804,南华二村嘉定,南翔镇
id5011000000805,思凡花苑六街坊,祝桥镇
id5011000000806,北圩新村,朱泾镇
id5011000000807,远香舫新苑,菊园新区管委会
id5011000000808,丽泽兰馨苑,书院镇
id5011000000809,海岛星城,城桥镇
id5011000000810,绿舟星城,新河镇
id5011000000811,新凯城紫竹苑,泗泾镇
id5011000000812,嘉憬河畔公寓,夏阳街道
id5011000000813,洪联新村,新海镇
id5011000000814,宝沁苑,顾村镇
id5011000000816,三湘海尚城别墅,淞南镇
id5011000000818,申城佳苑,张江镇
id5011000000821,杨高南路2877弄,周家渡街道
id5011000000824,广灵四路365弄,凉城新村街道
id5011000000825,政通路285弄,五角场街道
id5011000000830,中山北一路310弄,广中路街道
id5011000000831,物华路90号,嘉兴路街道
id5011000000836,双阳路50弄,大桥街道
id5011000000838,绿泉公寓,彭浦新村街道
id5011000000839,桃园新村航头别墅,航头镇
id5011000000840,龙吴路398弄,龙华街道
id5011000000846,东体育会路380弄,曲阳路街道
id5011000000847,天通庵路663号,广中路街道
id5011000000848,虹桥宝龙城,华新镇
id5011000000849,恒盛豪庭,高境镇
id5011000000853,东润舒庭,新成路街道
id5011000000857,宝通路46弄,宝山路街道
id5011000000861,复地紫藤里,虹桥镇
id5011000000863,华夏金桂苑公寓,川沙新镇
id5011000000863,华夏金桂苑别墅,川沙新镇
id5011000000864,龙科公寓,花木街道
id5011000000865,临平路16弄,嘉兴路街道
id5011000000868,凤凰新村西苑,岳阳街道
id5011000000870,荣乐五村,岳阳街道
id5011000000874,方塔西村,中山街道
