resblock_id,resblock_name,jiedao
id5011000014725,春峰苑公寓,方松街道
id5011000014726,兴苑,安亭镇
id5011000014729,泰莱大厦,枫林路街道
id5011000014730,廖南小区,真如镇
id5011000014730,疁南小区,真如镇
id5011000014731,景怡花苑公寓,方松街道
id5011000014733,铂客公寓,颛桥镇
id5011000014734,嘉尚坊,真新街道
id5011000014735,新青浦花苑别墅,夏阳街道
id5011000014736,康桥花园,康桥镇
id5011000014737,金陵大楼,外滩街道
id5011000014738,望隆苑,江湾镇街道
id5011000014739,环龙公寓,花木街道
id5011000014744,大众春盛苑,安亭镇
id5011000014745,莱顿小城,中山街道
id5011000014747,环绿国际,顾村镇
id5011000014748,万科荷花苑,七宝镇
id5011000014749,大华锦绣华城十六街区公寓,北蔡镇
id5011000014750,新江湾佳苑,新江湾城街道
id5011000014751,兰馨公寓卢湾,瑞金二路街道
id5011000014752,大华锦绣华城十二街区,北蔡镇
id5011000014753,世和园,五角场镇
id5011000014755,海滨六村,吴淞街道
id5011000014758,香逸湾,杨行镇
id5011000014760,蔷薇五村,梅陇镇
id5011000014760,蔷薇一村待删除,梅陇镇
id5011000014763,翔殷四村,殷行街道
id5011000014764,品华苑,东明路街道
id5011000014766,虹园六村,新泾镇
id5011000014768,冠华大楼,共和新路街道
id5011000014769,东陆新村二街坊,浦兴路街道
id5011000014770,新怡苑小区,甘泉路街道
id5011000014771,阳光海岸公寓,海湾镇
id5011000014772,东沟三村,高行镇
id5011000014775,合生江湾国际公寓,新江湾城街道
id5011000014775,合生江湾国际公寓,新江湾城街道
id5011000014776,真光六小区,真如镇
id5011000014777,金杨七街坊,金杨新村街道
id5011000014778,安国大楼,提篮桥街道
id5011000014779,开开公寓,长征镇
id5011000014780,芙二小区,仙霞新村街道
id5011000014781,周浦新村,周浦镇
id5011000014782,馨良苑,高境镇
id5011000014783,明华大厦,老西门街道
id5011000014785,海湾艺墅,海湾镇
id5011000014786,黄陵小区,甘泉路街道
id5011000014787,檀乡湾,顾村镇
id5011000014788,中惠广场,金桥镇
id5011000014789,云台二小区,周家渡街道
id5011000014790,仙霞别墅,仙霞新村街道
id5011000014793,新洲豪园,川沙新镇
id5011000014793,川杨璟园,川沙新镇
id5011000014795,金地格林世界卢尔公寓,南翔镇
id5011000014796,汇达苑,漕河泾街道
id5011000014798,宁定大楼,周家桥街道
id5011000014799,高行馨苑,高行镇
id5011000014800,悦公馆永和东路,大宁路街道
id5011000014801,康沁苑,康健新村街道
id5011000014802,翠珠大厦,川沙新镇
id5011000014803,协虹苑,新泾镇
id5011000014803,协虹苑,新泾镇
id5011000014804,上钢二村,上钢新村街道
id5011000014805,凉城一村,凉城新村街道
id5011000014806,桃李家园,三林镇
id5011000014807,中环国际大厦,五角场街道
id5011000014808,荣华西道99弄,虹桥街道
id5011000014808,金马公寓,虹桥街道
id5011000014809,梅园二街坊,陆家嘴街道
id5011000014811,双阳大楼,延吉新村街道
id5011000014814,万业紫辰苑,杨行镇
id5011000014815,开源大厦,五里桥街道
id5011000014816,兰田大楼,石泉路街道
id5011000014818,金榜人家,江川路街道
id5011000014820,政民花苑,五角场街道
id5011000014821,仁德小区,江湾镇街道
id5011000014824,海桐小区,花木街道
id5011000014826,绿川家园,北蔡镇
id5011000014827,华江大楼,华阳路街道
id5011000014828,绿地秋霞坊公寓,马陆镇
id5011000014831,剑桥丽苑,江川路街道
id5011000014832,潼港八村,高桥镇
id5011000014834,爱建新家园,临汾路街道
id5011000014835,长宏新苑,淞南镇
id5011000014836,上地公寓,凉城新村街道
id5011000014838,解放新村,南桥镇
id5011000014839,鑫峰苑,莘庄工业区
id5011000014840,上尚缘,方松街道
id5011000014841,都市富苑,颛桥镇
id5011000014842,新叶公寓,吴淞街道
id5011000014843,银都新村8至10区,颛桥镇
id5011000014844,广凉苑,凉城新村街道
id5011000014845,新顾村大家园C区,顾村镇
id5011000014847,海院小区,洋泾街道
id5011000014848,大桥花苑,金杨新村街道
id5011000014851,星云苑,五角场镇
id5011000014853,艾南小区,北蔡镇
id5011000014854,山鑫康城,山阳镇
id5011000014855,滇池小区,外滩街道
id5011000014857,民欣苑,五角场镇
id5011000014858,万兆家园三期,七宝镇
id5011000014858,万兆家园,七宝镇
id5011000014858,万兆家园五期,七宝镇
id5011000014859,金杨六街坊,金杨新村街道
id5011000014862,东上海中心,五角场街道
id5011000014865,凌兆丁香苑,东明路街道
id5011000014868,福田公寓,朱家角镇
id5011000014870,聚航苑,航头镇
id5011000014871,白玉兰花园,友谊路街道
id5011000014872,方中小区,豫园街道
id5011000014873,旭辉依云湾别墅,顾村镇
id5011000014874,万科琥珀郡园,罗店镇
id5011000014875,佳宝二村,七宝镇
id5011000014876,开元新都,方松街道
id5011000014877,田林三村,田林街道
id5011000014878,家化公寓,提篮桥街道
id5011000014879,闵富花苑,莘庄镇
id5011000014880,莲花公寓闵行,梅陇镇
id5011000014881,界龙花苑,川沙新镇
id5011000014882,海上海新城公寓,江浦路街道
id5011000014885,汇秀公寓,张庙街道
id5011000014888,绿苑新城,安亭镇
id5011000014889,龙柏四季花园,虹桥镇
id5011000014890,政通新苑,五角场街道
id5011000014891,广虹馨苑,徐泾镇
id5011000014892,星城美景苑,彭浦镇
id5011000014893,高行绿洲一期,高行镇
id5011000014894,乳山四村,陆家嘴街道
id5011000014897,海尚逸苑,江湾镇街道
id5011000014900,宜达新居,夏阳街道
id5011000014901,帕缇欧香苑,夏阳街道
id5011000014902,万宇阳光苑,新桥镇
id5011000014904,同济欣苑,五角场街道
id5011000014905,宜浩佳园,南汇新城镇
id5011000014908,同盛嘉园,杨行镇
id5011000014909,翰林苑,广中路街道
id5011000014910,华谊星城大厦,大桥街道
id5011000014911,耀浦苑,江浦路街道
id5011000014912,江南欣苑闵行,梅陇镇
id5011000014913,嘉骏花苑,淞南镇
id5011000014914,嘉禄新苑,平凉路街道
id5011000014915,丁家弄小区,湖南路街道
id5011000014916,杏园,曹杨新村街道
id5011000014917,绿洲公寓,真如镇
id5011000014918,盛世馨园,彭浦镇
id5011000014919,宁锦小区,周家桥街道
id5011000014920,潍坊五村,潍坊新村街道
id5011000014921,地铁明珠苑,莘庄镇
id5011000014924,莲溪六村,北蔡镇
id5011000014926,民生里,周家桥街道
id5011000014927,永新晶苑,徐家汇街道
id5011000014928,帝豪苑,新泾镇
id5011000014929,天申小区,新泾镇
id5011000014930,新风小区,天山路街道
id5011000014931,宣化小区,江苏路街道
id5011000014932,富丽公寓西区,七宝镇
id5011000014934,长桥四村,长桥街道
id5011000014935,世纪非凡锦城,顾村镇
id5011000014937,川杨璟苑,川沙新镇
id5011000014938,康健公寓,康健新村街道
id5011000014939,莘南新村,莘庄镇
id5011000014941,昌里花园,周家渡街道
id5011000014941,昌里花园一期,周家渡街道
id5011000014943,桂平路277弄,康健新村街道
id5011000014944,合生高尔夫公寓,江浦路街道
id5011000014945,秦家弄小区,平凉路街道
id5011000014946,双东小区,曲阳路街道
id5011000014946,东体育会路671号,曲阳路街道
id5011000014946,东体育会路699号,曲阳路街道
id5011000014946,东体育会路683号,曲阳路街道
id5011000014947,沙家浜小区,华泾镇
id5011000014948,双秀西园,康桥镇
id5011000014949,祥泰苑,大场镇
id5011000014950,佳洲欣苑,川沙新镇
id5011000014951,松花小区,曲阳路街道
id5011000014952,乐康苑,南桥镇
id5011000014953,沔溪苑,康桥镇
id5011000014956,宝仪花苑,七宝镇
id5011000014957,万科金色城市,北蔡镇
id5011000014958,保利叶上海三期公寓,顾村镇
id5011000014959,安宁欧洲花园,江川路街道
id5011000014960,申立苑,洋泾街道
id5011000014961,张杨南苑,洋泾街道
id5011000014962,新城名园,洋泾街道
id5011000014963,海虹小区,凉城新村街道
id5011000014963,海虹大楼,凉城新村街道
id5011000014965,兰桂坊,虹梅路街道
id5011000014967,新安小区,仙霞新村街道
id5011000014968,钦州花苑,田林街道
id5011000014969,新泾七村,北新泾街道
id5011000014970,郁庭峰,新泾镇
id5011000014971,新虹桥雅苑,徐泾镇
id5011000014972,平阳绿家园,古美街道
id5011000014973,岚益公寓,石泉路街道
id5011000014974,龚路新城,曹路镇
id5011000014975,北郊小区,欧阳路街道
id5011000014976,奉德苑,奉城镇
id5011000014977,宝钢四村,友谊路街道
id5011000014980,龙阳花苑,南码头路街道
id5011000014981,高兴花园,梅陇镇
id5011000014982,天秀苑,凌云路街道
id5011000014983,嘉城桃花岛别墅,江桥镇
id5011000014986,衡辰公寓,周家桥街道
id5011000014987,大众家园,五里桥街道
id5011000014988,城信大厦,半淞园路街道
id5011000014989,鹏海小区,北蔡镇
id5011000014990,虹纺小区,仙霞新村街道
id5011000014991,凤城三村,控江路街道
id5011000014992,永年大厦,打浦桥街道
id5011000014993,清真小区,斜土路街道
id5011000014995,华城丽苑,三林镇
id5011000014996,汇金广场,徐家汇街道
id5011000014998,日晖六村,斜土路街道
id5011000014999,常德名园,长寿路街道
id5011000015000,东渡名人大厦,欧阳路街道
id5011000015001,蓝宝石公寓,南京西路街道
id5011000015002,武定大厦,华阳路街道
id5011000015003,金汇花园三街坊先锋公寓,虹桥镇
id5011000015004,市政大楼,陆家嘴街道
id5011000015006,南洋虹桥公寓,虹桥街道
id5011000015007,石岚三村,石泉路街道
id5011000015009,万源杰座,花木街道
id5011000015012,达汇花园公寓,天平路街道
id5011000015014,四季园,枫林路街道
id5011000015015,新华大厦,新华路街道
id5011000015016,伯龙公寓,江宁路街道
id5011000015017,鸿发苑,新华路街道
id5011000015018,虹桥城市花园公寓,虹桥街道
id5011000015019,丽茵别墅,泗泾镇
id5011000015020,三宝花苑,宝山路街道
id5011000015021,懿德公寓,静安寺街道
id5011000015022,人民大楼,外滩街道
id5011000015023,银城大厦,长风新村街道
id5011000015024,金桂苑徐汇,康健新村街道
id5011000015027,茂兴大厦,塘桥街道
id5011000015028,巨富大厦,静安寺街道
id5011000015029,海上华庭,康健新村街道
id5011000015030,望族新城,古美街道
id5011000015031,郑家巷小区,石门二路街道
id5011000015033,柏林春天,莘庄镇
id5011000015034,嘉利豪园,程家桥街道
id5011000015035,恬园风云汇,新华路街道
id5011000015036,天际花园,徐家汇街道
id5011000015037,金桥爱建园,花木街道
id5011000015038,高安公寓,天平路街道
id5011000015039,康强坊,康健新村街道
id5011000015040,金榜新苑,颛桥镇
id5011000015041,都汇华庭,香花桥街道
id5011000015042,绿景苑,浦兴路街道
id5011000015043,众和金融大厦,江浦路街道
id5011000015044,联洋花园三期,花木街道
id5011000015045,梅园三村,陆家嘴街道
id5011000015048,清枫大楼,枫林路街道
id5011000015048,汽车公寓,枫林路街道
id5011000015049,金鼎公寓浦东,陆家嘴街道
id5011000015050,集成大厦,潍坊新村街道
id5011000015055,滨江大楼,潍坊新村街道
id5011000015056,金衡公寓,漕河泾街道
id5011000015057,恒陇丽晶公寓,曹杨新村街道
id5011000015057,中山北路,曹杨新村街道
id5011000015061,城市经典三期,张江镇
id5011000015062,博爱家园,周家渡街道
id5011000015063,中邦晶座,花木街道
id5011000015064,虹南大楼,虹桥街道
id5011000015065,曹杨花苑,真如镇
id5011000015066,长富大厦,甘泉路街道
id5011000015067,三林世博家园大道站路94弄,三林镇
id5011000015067,三林世博家园,三林镇
id5011000015068,水仙家园,江湾镇街道
id5011000015069,潍坊九村,潍坊新村街道
id5011000015070,富南大厦,半淞园路街道
id5011000015071,华丽家园,莘庄镇
id5011000015072,涵乐园,陆家嘴街道
id5011000015073,延武机电大楼,新华路街道
id5011000015074,西南小区,曲阳路街道
id5011000015075,玫瑰广场,四川北路街道
id5011000015077,中信五牛城,洋泾街道
id5011000015078,中紫小区,天山路街道
id5011000015079,瑞福北大楼,南京东路街道
id5011000015079,瑞福小区,南京东路街道
id5011000015081,顺天村南区,南京东路街道
id5011000015083,富宏花园别墅,虹桥镇
id5011000015084,中星宜川花苑,甘泉路街道
id5011000015087,景峰苑,彭浦镇
id5011000015088,通河二村,张庙街道
id5011000015089,恒安大厦,北站街道
id5011000015090,康平大楼,天平路街道
id5011000015091,凯成苑,芷江西路街道
id5011000015093,杜家宅小区,仙霞新村街道
id5011000015094,漕河景苑,漕河泾街道
id5011000015094,漕河景苑,漕河泾街道
id5011000015095,汤臣豪园二期,张江镇
id5011000015096,瞿四小区,半淞园路街道
id5011000015097,古北公寓,仙霞新村街道
id5011000015098,浦西小区,四川北路街道
id5011000015099,兴华小区,欧阳路街道
id5011000015100,金鼎花苑,真如镇
id5011000015101,金龙大厦,江苏路街道
id5011000015102,秀水苑徐汇,凌云路街道
id5011000015103,广洋新景苑公寓,花木街道
id5011000015105,临江大厦,提篮桥街道
id5011000015107,海天大厦,北站街道
id5011000015108,青云公寓,宝山路街道
id5011000015109,石泉邮政大楼,石泉路街道
id5011000015110,创智坊公寓,五角场街道
id5011000015111,北巷小区,长征镇
id5011000015112,紫金苑,老西门街道
id5011000015114,建德花园丁香苑,长征镇
id5011000015115,春港丽园公寓,张江镇
id5011000015115,春港丽园别墅,张江镇
id5011000015116,虹桥府邸,虹桥街道
id5011000015117,九联小区,提篮桥街道
id5011000015117,九联大楼,提篮桥街道
id5011000015118,保德公寓,彭浦新村街道
id5011000015119,昌鑫世纪园,张庙街道
id5011000015122,东陆锦悦苑,浦兴路街道
id5011000015124,凯鹏国际大厦,芷江西路街道
id5011000015125,南长小区,曹家渡街道
id5011000015126,宝通大楼,宝山路街道
id5011000015127,人民坊,瑞金二路街道
id5011000015128,金杨新村八街坊,金杨新村街道
id5011000015129,丽娃大厦,长风新村街道
id5011000015130,广中苑,彭浦镇
id5011000015130,广中苑,彭浦镇
id5011000015133,新虹桥亚洲花园,徐泾镇
id5011000015136,嘉嘉大楼,天平路街道
id5011000015137,兴国花园,湖南路街道
id5011000015140,明达公寓,徐家汇街道
id5011000015141,鸿凯湾绿苑,华阳路街道
id5011000015142,梅花苑,花木街道
id5011000015143,汇京佳丽园,长桥街道
id5011000015144,永泰公寓,打浦桥街道
id5011000015146,长乐公寓,湖南路街道
id5011000015147,西郊华庭,仙霞新村街道
id5011000015147,西郊华庭,仙霞新村街道
id5011000015148,莲花新苑,梅陇镇
id5011000015149,陈家宅小区,潍坊新村街道
id5011000015149,陈家宅小区潍坊西路,潍坊新村街道
id5011000015150,森陇家园,凌云路街道
id5011000015151,华侨公寓,天平路街道
id5011000015155,望族苑,梅陇镇
id5011000015156,国贸花园,四川北路街道
id5011000015157,达安春之声,长征镇
id5011000015158,德福苑,五里桥街道
id5011000015161,茂名大厦,瑞金二路街道
id5011000015162,弘辉名苑,半淞园路街道
id5011000015164,绿地春申花园,梅陇镇
id5011000015167,阳光四季公寓,天平路街道
id5011000015170,五洲大厦,仙霞新村街道
id5011000015171,景星苑,彭浦镇
id5011000015174,奥林匹克花园,九亭镇
id5011000015176,新时代花园,古美街道
id5011000015177,花园公寓静安,南京西路街道
id5011000015178,中南公寓,五里桥街道
id5011000015180,大华公寓静安,石门二路街道
id5011000015182,东明广场,陆家嘴街道
id5011000015183,寿昌坊,康健新村街道
id5011000015184,景泰大楼,提篮桥街道
id5011000015186,光新三村,石泉路街道
id5011000015188,泰富苑,曹杨新村街道
id5011000015189,益民公寓,曹家渡街道
id5011000015190,君临颐和花园,颛桥镇
id5011000015191,新家坡美树馆,天平路街道
id5011000015192,博苑公寓,芷江西路街道
id5011000015193,南星小区,北站街道
id5011000015194,同心城,广中路街道
id5011000015195,良清公寓,江宁路街道
id5011000015196,宝钢公寓,宜川路街道
id5011000015197,陆家嘴国际华城,洋泾街道
id5011000015197,陆家嘴国际华城,洋泾街道
id5011000015198,国远小区,五角场街道
id5011000015199,恒城花苑,欧阳路街道
id5011000015200,静安桂花园,曹家渡街道
id5011000015202,申乐大厦,静安寺街道
id5011000015203,中城绿苑,梅陇镇
id5011000015204,工商大楼,长寿路街道
id5011000015207,营口大厦,五角场镇
id5011000015208,富邑华庭,宝山路街道
id5011000015209,虹桥世家花园公寓,周家桥街道
id5011000015210,桥苑公寓,老西门街道
id5011000015211,同德公寓,长寿路街道
id5011000015212,宗鑫公寓,长寿路街道
id5011000015213,长寿大厦,长寿路街道
id5011000015214,绿洲城市花园,长寿路街道
id5011000015214,绿洲城市花园,长寿路街道
id5011000015215,颐德名苑,新华路街道
id5011000015216,真源小区,长征镇
id5011000015218,东方明珠花园,徐泾镇
id5011000015219,顺达公寓,长风新村街道
id5011000015221,联鑫虹桥苑,虹桥街道
id5011000015222,锦福公寓,天目西路街道
id5011000015223,富源小区,长寿路街道
id5011000015223,长寿路646号,长寿路街道
id5011000015226,铭源大楼,漕河泾街道
id5011000015228,新长小区,甘泉路街道
id5011000015229,漕溪一村,漕河泾街道
id5011000015230,林肯公寓,湖南路街道
id5011000015233,海怡花园浦东,陆家嘴街道
id5011000015234,颐峰苑,徐家汇街道
id5011000015236,兴国鸣园,新华路街道
id5011000015237,煤科公寓,枫林路街道
id5011000015238,平阳新村四街坊,古美街道
id5011000015240,崂山五村,陆家嘴街道
id5011000015241,仙霞大郡,新泾镇
id5011000015242,碧瑶行政公寓,华阳路街道
id5011000015244,安顺小区,虹桥街道
id5011000015245,逸兴家园,淞南镇
id5011000015246,合建大楼,共和新路街道
id5011000015247,复光苑,五角场街道
id5011000015248,平成阁公寓,田林街道
id5011000015249,华山夏都苑,新华路街道
id5011000015250,荣华西道19弄,虹桥街道
id5011000015250,金狮公寓,虹桥街道
id5011000015251,漕溪二村,漕河泾街道
id5011000015253,健乐小区,淮海中路街道
id5011000015254,平安大楼,南京西路街道
id5011000015256,宏南投资大厦,沪东新村街道
id5011000015257,仁德坊,五里桥街道
id5011000015258,紫谷公寓,天平路街道
id5011000015259,清宁小区,周家桥街道
id5011000015260,东航明珠公寓,虹桥街道
id5011000015262,绿邑新苑,龙华街道
id5011000015263,海天公寓,徐家汇街道
id5011000015264,鹏欣家园,南码头路街道
id5011000015265,盛源家豪城,共和新路街道
id5011000015267,长宁锦城公寓,虹桥街道
id5011000015267,锦城公寓,虹桥街道
id5011000015267,锦城公寓长宁,虹桥街道
id5011000015268,晶钻博华公寓,四川北路街道
id5011000015269,江华机电大楼,新华路街道
id5011000015270,世家小区,天平路街道
id5011000015271,博一小区,沪东新村街道
id5011000015272,丽园新村,五里桥街道
id5011000015273,汝南街118号,五里桥街道
id5011000015275,泰欣嘉园,长寿路街道
id5011000015277,梅川馨苑,长征镇
id5011000015278,馨康苑,庙行镇
id5011000015280,宁康小区,周家桥街道
id5011000015281,万科白马花园北区别墅,新桥镇
id5011000015282,东方冠郡,新场镇
id5011000015283,黄山始信苑,金杨新村街道
id5011000015284,康兴公寓,湖南路街道
id5011000015285,国中酒店公寓,四平路街道
id5011000015285,国中公寓,四平路街道
id5011000015286,韶嘉公寓,江湾镇街道
id5011000015288,玉龙大厦,欧阳路街道
id5011000015289,梅园五街坊,陆家嘴街道
id5011000015290,欣武大厦,大宁路街道
id5011000015291,精文公寓,枫林路街道
id5011000015293,泰府名邸,江宁路街道
id5011000015294,绿园一村,新泾镇
id5011000015295,金汇广场,惠南镇
id5011000015296,住友名人花园,金杨新村街道
id5011000015300,潘阳小区,殷行街道
id5011000015302,大众汽车公寓,五里桥街道
id5011000015304,闸北场中公寓,彭浦新村街道
id5011000015305,御泓苑,九亭镇
id5011000015306,华秀小区,华阳路街道
id5011000015307,福安大厦长宁,华阳路街道
id5011000015308,宝通公寓,宝山路街道
id5011000015309,申能国际大厦,淮海中路街道
id5011000015309,申能国际大厦,淮海中路街道
id5011000015310,蒙西小区,打浦桥街道
id5011000015312,银鑫大楼,华阳路街道
id5011000015313,南天大厦,华阳路街道
id5011000015315,福泰公寓,共和新路街道
id5011000015316,汇成四村,长桥街道
id5011000015317,复兴西路34号,湖南路街道
id5011000015318,仁达公寓,新华路街道
id5011000015319,大运盛城,控江路街道
id5011000015320,鹏欣公寓,徐家汇街道
id5011000015321,景福苑,天平路街道
id5011000015324,宏润花园,漕河泾街道
id5011000015326,金祥苑,田林街道
id5011000015327,东园四村,陆家嘴街道
id5011000015329,阳光欧洲城别墅,金桥镇
id5011000015331,天钥花苑,徐家汇街道
id5011000015333,襄乐大厦,南京西路街道
id5011000015334,阳光里黄浦,小东门街道
id5011000015335,浅水湾花园,新桥镇
id5011000015336,联建新村长宁,天山路街道
id5011000015337,皇都花园一期公寓,七宝镇
id5011000015337,皇都花园公寓,七宝镇
id5011000015337,皇都花园,七宝镇
id5011000015338,虹桥高登花园,程家桥街道
id5011000015339,锦绣华庭,花木街道
id5011000015341,虹桥汇秀苑,虹桥镇
id5011000015342,莲浦花苑,莘庄镇
id5011000015343,联业大厦,天平路街道
id5011000015344,银鹿大厦,大桥街道
id5011000015347,鸿丰香缇花园,新华路街道
id5011000015348,重庆大楼,南京东路街道
id5011000015349,静安长华公寓,曹家渡街道
id5011000015350,和福花苑,共和新路街道
id5011000015351,凯旋公寓,新华路街道
id5011000015352,石泉五村,石泉路街道
id5011000015354,花园坊,瑞金二路街道
id5011000015355,望族城,漕河泾街道
id5011000015356,申峰大厦,徐家汇街道
id5011000015357,华尔登广场,湖南路街道
id5011000015359,大闻公寓,斜土路街道
id5011000015360,复兴公寓,湖南路街道
id5011000015362,康绥公寓,瑞金二路街道
id5011000015363,中福城,南京东路街道
id5011000015364,瀚杨苑,平凉路街道
id5011000015365,文华苑宝山,大场镇
id5011000015366,云阳花苑,新华路街道
id5011000015367,长发花园,新华路街道
id5011000015368,交大公寓,徐家汇街道
id5011000015370,东泉小区,漕河泾街道
id5011000015371,上海花城,周家桥街道
